page,text,x,y
51,"Score programs scenarios to select the most relevant scenarios
",28.08,82.296
51,"• Define economic models and business plans of the selected scenarios
• Prepare and monitor each program launch, divided into project streams : 
",14.52,66.696
51,"•
",388.78,68.88768
51,"migration strategy, communication…
",28.08,38.496
51,"• External / internal diagnosis and associated key learnings
• Program scenarios’ defined according to clear objectives
•
",388.78,115.94
51,"Loyalty programs’ business plans
Final results:
",402.34,84.72
51,"✓ Redesign of two segmented programs
✓ Framing and launch of a new segmented loyalty program
",410.38,53.74176
52,"For an energy company, definition and management of the webmarketing 
strategy of a gas bottles’ home delivery service
",70.56,391.28
52,"CONTEXT AND OBJECTIVES
",14.184,302.01
52,"Monthly reporting of key e-commerce KPIs (QlikSense)
",425.16,298.558
52,"Energy - Revenue 2015: 534 M€
",281.59,327.77
52,"•
",14.4,280.30088
52,"•
",14.4,241.27088
52,"The French gas bottles’market is structurally falling of 4% per year. Our client - who’s 
a challenger on this market segment - wants to consolidate , even increase its market 
share thanks to an innovation-based strategy.
",27.96,280.52000000000004
52,"In order to set-up this strategy, our client asked VERTONE to help him designing and 
launching a e-commerce website enabling customers to order gas bottles online and 
get delivered at home everywhere in France.
",27.96,241.49
52,"• VERTONE is requested again in 2015 to define, set-up and manage the key drivers of 
",14.4,202.49
52,"acquisition, conversion and retention necessary to achieve a long-term growth 
(intervention duration: 18 months).
",27.96,190.508
52,"MAIN STEPS OF THE PROJECT
",14.184,162.5
52,"• Define and activate  key online and offline long-term marketing drivers (SEO,  SEM, 
",14.424,140.98
52,"•
",14.424,115.80088
52,"•
",14.424,90.69888
52,"Affiliation…) and short-term operations (private sales, SMO, package inserts…). 
Select marketing agencies and partners. Manage and analyze agencies’ work and 
optimize marketing budgets.
Set up a contents’ publication plan and SEO technical optimizations (linkage, 
indexing) to enhance the website’s organic ranking on Google.
",28.704,128.98000000000002
52,"• Manage the website AM (anomalies solving) and define key technical developments.
• Define a client profile, build customer path scenarii and set-up an appropriate 
",14.424,65.958
52,"marketing automation process (e-mail, pop-in) to incite purchase/repeat purchase.
",28.704,40.998
52,"• Build an activity reporting,  analyze key KPIs and provide recommandations.
",14.424,27.936
52,"RESULTS
",388.46,149.83
52,"• Achievement of a double-digit sales and revenue  growth in 2016.
",388.68,127.83
52,"•
",388.68,112.59088
52,"•
",388.68,85.58688000000001
52,"•
",388.68,58.58688
52,"Tripling of the web traffic in 2016 and achievement of an average monthly 
conversion rate (3.05%) above French e-commerce mean.
",402.24,112.81
52,"Increase of 33% of pages indexed in Google and positioning of 100 
keywords in Google’s organic top 10 rankings.
",402.24,85.806
52,"Implementation of on-site long term acquisition, conversion and retention 
levers (referral, rewarded opt-in, e-mail remarketing…).
",402.24,58.806
52,"• Definition and priorization of 2017 key growth axes.
",388.68,31.782000000000004
53,"Functional specifications design to start selling products on marketplaces 
",70.56,379.28
53,"IT management department for a French energy company
",216.41,327.77
53,"CONTEXT AND OBJECTIVES
",14.184,307.46
53,"• Our client sells its products on its own e-commerce website and aims at 
increasing its online sales by selling its products on new online channels: 
marketplaces. 
",14.592,285.72
53,"• A study  is required so as to catch the impact of these new channels in terms of 
service functionalities offered to the final customer and of flows and content of 
information between the actors. 
",14.592,244.89999999999998
53,"• Once this study completed, the objective is to provide functional specifications to 
",14.592,204.1
53,"the integrator in order to get an assessment on the workload and cost required 
for the technical development enabling to integrate these new channels. 
",28.152,191.5
53,"• VERTONE was solicited so as to bring its expertise on marketplaces. 
APPROACH
",14.184,163.26999999999998
53,"• A RFI was carried out with external actors (marketplaces, aggregator, logistic 
",14.424,126.5
53,"partner) and needs’ collection was completed with internal actors (IT, Marketing, 
Legal) so as to build the macro process of flows of data. 
",27.984,113.9
53,"• Building of a macroprocessus so as to define all actions on the value chain of the 
",14.424,85.70400000000001
53,"new channels of distribution. 
Internal workshops on the basis of the macro process: review of listed scenario 
and decisions on the priority solutions.
Functional specifications designed for the technical integrator.
",27.984,73.122
53,"•
",14.424,57.24768
53,"•
",14.424,29.04768
53,"Extract of the 
",394.2,232.85
53,"functional 
specifications
",394.2,220.85
53,"RESULTS
",388.46,115.048
53,"• A clear vision on the aggregator functionalities.
• High understanding of each actor’s role in the value chain and 
",388.78,92.808
53,"identification of the pivots of decisions.
",402.36,64.626
53,"• A customer oriented approach all along the reflexions. 
• Exhaustive functional specifications with appendix file enabling the 
",388.78,48.984
53,"integrator to assess each functionality.
",402.36,20.784
54,"Macro-framing of a CRM study
",70.92,379.28
54,"Energy - 2017 turnover = 1,2 Bn$
",278.59,327.1
54,"CONTEXT AND OBJECTIVES
",14.184,302.01
54,"• To maintain its leading position, the client aims at improving its customer 
",14.4,280.46000000000004
54,"relationship system by meeting 3 main objectives :  
-improve customer satisfaction trough an all-round customer experience 
-improve employee satisfaction and operational efficiency
-develop 360° customer knowledge  based on useful and consolidated data
",27.96,267.86
54,"• VERTONE was mandated to carry out a macro-framing on the CRM to define the 
",14.4,214.44
54,"ambition and the financial impact of such a project
",27.96,201.83999999999997
54,"MAIN STEPS OF THE PROJECT
",14.184,189.45
54,"Evaluation of margin development through the implementation of a CRM
",389.04,292.76000000000005
54,"• Definition of the business vision and CRM macro-functions 
✓ Definition of the objectives and scope of the pre-study
✓ Definition of the customer and collaborator experience in target vision and 
",14.568,167.76
54,"estimation of the potential gains generated
",42.768,123.94
54,"RESULTS
",388.46,128.37
54,"•
",14.568,92.50368
54,"✓ Definition of macro-functions and prioritization
Subdivision and macro-budget evaluation of the CRM requirement 
✓ Identification of business and technical cost drivers
✓ Meeting with leading CRM editors
✓ Subdivision, budget estimate over 3 years and roadmap
",28.128,108.56176
54,"• Operational team involved via workshops organized to promote the 
",388.78,106.224
54,"benefits of the approach
",402.34,93.624
54,"• Presentation of a synthetic CRM framework note to the Directors and 
",388.78,78.042
54,"the CEO for final arbitration by the parent company
",402.34,65.39999999999999
55,"Redesign of the customer journeys and of the internal processes for a 
player of the energy field
",70.92,395.158
55,"CONTEXT AND OBJECTIVES
",14.184,302.01
55,"Key steps of the customer life cycle
",472.22,296.69000000000005
55,"Energy - CA 2017 = 1,2 Mds $
",287.95,327.1
55,"•
",14.4,280.30088
55,"•
",14.4,241.27088
55,"In a context of bringing together two brands within the company and of an increased 
competition, VERTONE was asked to redesign the customer journeys of the 4 
business activities of the company over the entire life cycle
",27.96,280.52000000000004
55,"The objective of the mission is to improve customer satisfaction on all touch points of 
the customer relationship to ultimately sustain the customer portfolio and acquire 
new customers
",27.96,241.49
55,"MAIN STEPS OF THE PROJECT
",14.184,189.45
55,"• Define the current customer experience (real and perceived) and the target one by 
",14.424,167.93
55,"enacting the main guiding principles of the customer relationship
",27.984,155.93
55,"• Map the current customer journeys on the entire life cycle and the internal processes 
",14.424,140.93
55,"that are associated
",27.984,128.94799999999998
55,"•
",14.424,113.69087999999999
55,"•
",14.424,98.69087999999999
55,"•
",14.424,83.69087999999999
55,"Identify the « pain points », meaning the irritating points and the dysfunctions
",27.984,113.91
55,"Identify the quick-wins actions (applicable to iso-perimeter) 
",27.984,98.91
55,"Identify and prioritize the medium and long terms actions regarding the target 
customer experience initially defined and the business interests
",27.984,83.91
55,"• Draw-up a general synthesis 
",14.424,56.928
55,"RESULTS
",388.46,128.37
55,"• Provide a readable and complete map of the existing customer journeys 
",388.78,106.254
55,"and of the internal processes 
",402.34,94.254
55,"• Draw a general synthesis for the top management 
",388.78,79.272
55,"•
",388.78,64.01088
55,"Establishment of a prioritized, operational and shared action plan
",402.34,64.23
